"Labels","StartTime","Comment","Intensity","Concentration","TimeStamp","Operator","Outlier"
"VBW","2021-03-10 15:12:43","","44.55108118319","0.002818939281632","","","0"
"VBW","2021-03-03 14:32:42","","8362.01153669755","0.522648782671591","","","0"
