"Labels","StartTime","Concentration","WFR","Defined","Comment","TimeStamp","Operator","Outlier"
"M 220601/003 QC MM3","2022-06-01 14:02:13","4547.05988790731","90.9411977581463","5000","","","","0"
"M 220505/010 QC MM3","2022-05-09 12:46:55","4467.15557567384","89.3431115134769","5000","","","","0"
"M 220425/003 QC MM3","2022-04-25 13:45:15","4490.52105826875","89.8104211653751","5000","22.04.2022 QC5","2022-04-29","Schützmann","0"
"M 220405/003 QC MM3","2022-04-07 13:06:30","4845.50506288371","96.9101012576742","5000","05.04.2022 QC5","2022-04-11","Schützmann","0"
"M 220323/003 QC MM3","2022-03-29 13:58:13","4560.54044253815","91.210808850763","5000","","","","0"
"M 220307/181 QC MM3","2022-03-16 13:30:14","4112.63068610497","82.2526137220994","5000","01.03.2022 QC5","2022-03-17","Schützmann","0"
"M 220307/181 QC MM3","2022-03-16 12:15:13","4356.09532296614","87.1219064593227","5000","28.02.2022 QC5","2022-03-17","Schützmann","0"
"M 220307/181 QC MM3","2022-03-08 14:00:31","4676.8178871809","93.5363577436179","5000","07.03.2022 QC5","2022-03-10","Schützmann","0"
"M 220221/003 QC MM3","2022-02-23 14:22:19","4755.27827066391","95.1055654132781","5000","21.02.2022 QC5","2022-02-24","Fassbender","0"
"M 220211/014 QC MM3","2022-02-14 12:22:20","4128.96196231322","82.5792392462645","5000","11.02.2022 QC5","2022-02-17","Schützmann","0"
"M 220127/003 QC MM3","2022-02-10 12:56:26","4891.42352696104","97.8284705392209","5000","27.01.2022 QC5","2022-02-17","Schützmann","0"
"M 220119/006 QC MM3","2022-01-28 13:48:21","4713.14941823095","94.262988364619","5000","19.01.2022 QC5","2022-01-31","Schützmann","0"
"M 211220/003 QC MM3","2021-12-21 18:56:00","3991.1067887","79.8221357740001","5000","20.12.2021 QC5","2021-12-22","Schützmann","0"
"M 211214/003 QC MM3","2021-12-21 17:44:44","3814.63927392409","76.2927854784817","5000","14.12.2021 QC5","2022-01-03","Schützmann","0"
"M 211216/023 QC MM3","2021-12-21 16:33:32","4044.49083216513","80.8898166433026","5000","16.12.2021 QC5","2021-12-22","Schützmann","0"
"M 211215/018 QC MM3","2021-12-21 11:27:41","4773.81391623296","95.4762783246591","5000","15.12.2021 QC5","2021-12-22","Schützmann","0"
"M 211118/008 QC MM3","2021-11-18 12:35:43","4534.15266914357","90.6830533828713","5000","","","","0"
"M 211018/007 QC MM3","2021-10-19 12:15:04","4545.61433074141","90.9122866148283","5000","","","","0"
"M 210830/004 QC MM3","2021-09-01 13:59:32","4730.38849040749","94.6077698081498","5000","","","","0"
"M 210802/002 QC MM3","2021-08-05 12:24:52","4126.07033653495","82.521406730699","5000","","","","0"
"M 210720/002 QC MM3","2021-07-27 13:41:38","44.2093740515867","0.884187481031735","5000","Verdünnungsfaktor wurde nicht mit einberechnet.","2021-07-28","Mönkemeyer","0"
"M 210715/003 QC MM3","2021-07-27 13:29:46","45.1926684147631","0.903853368295262","5000","Verdünnungsfaktor wurde nicht mit einberechnet.","2021-07-28","Mönkemeyer","0"
"M 210727/009 QC MM3","2021-07-27 13:17:57","49.0704468764889","0.981408937529779","5000","Verdünnungsfaktor wurde nicht mit einberechnet.","2021-07-28","Mönkemeyer","0"
"M 210727/004 QC MM3","2021-07-27 13:06:11","43.9053362714441","0.878106725428882","5000","Verdünnungsfaktor wurde nicht mit einberechnet.","2021-07-28","Mönkemeyer","0"
"M 210727/003 QC MM3","2021-07-27 13:02:13","44.5070615249537","0.890141230499073","5000","Verdünnungsfaktor wurde nicht mit einberechnet.","2021-07-28","Mönkemeyer","0"
"M 210727/002 QC MM3","2021-07-27 12:58:15","44.4442343304035","0.88888468660807","5000","Verdünnungsfaktor wurde nicht mit einberechnet.","2021-07-28","Mönkemeyer","0"
"M 210727/001 QC MM3","2021-07-27 12:54:17","43.7165869450311","0.874331738900622","5000","v. 05.06.21","2021-07-28","Mönkemeyer","0"
"M 210628/008 QC MM3","2021-06-29 13:04:04","5599.59858991104","111.991971798221","5000","","","","0"
"M 210624/004 QC MM3","2021-06-29 12:52:15","4717.304815864","94.3460963172801","5000","","","","0"
"M 210623/002 QC MM3","2021-06-29 12:40:22","5145.38797924791","102.907759584958","5000","","","","0"
"M 210421/006 QC MM3","2021-04-26 14:26:02","4721.77379593265","94.435475918653","5000","","","","0"
"M 210420/003 QC MM3","2021-04-26 14:14:13","4764.55866699175","95.291173339835","5000","","","","0"
"M 210308/03 QC MM3","2021-03-10 11:21:35","5802.0770734752","116.041541469504","5000","","","","0"
"M 210303/03 QC MM3","2021-03-10 11:13:40","5565.74179252324","111.314835850465","5000","","","","0"
"M 210302/03 QC MM3","2021-03-10 11:05:47","4669.69641437719","93.3939282875438","5000","","","","0"
"M 210308/03 QC MM3","2021-03-09 14:55:19","6898.86359739039","137.977271947808","5000","Siehe Kommentar von ""M 210303/03 MM3"".","2021-03-10","Dronov","0"
"M 210303/03 QC MM3","2021-03-09 14:47:26","6562.37272614733","131.247454522947","5000","Keine Auffälligkeit bei der Speziesanalytik. MM2 OK! Kein Einfluss auf die Bestimmung der Proben.","2021-03-10","Dronov","0"
"M 210302/03 QC MM3","2021-03-09 14:39:35","5449.33359183366","108.986671836673","5000","","","","0"
"M 210217/008 QC MM3","2021-02-19 12:36:34","5092.68803874414","101.853760774883","5000","","","","0"
"M 210217/008 QC MM3","2021-02-18 18:00:47","4417.29947253216","88.3459894506432","5000","","","","0"
"M 210125/013 QC MM3","2021-01-26 14:51:51","5945.34264651669","118.906852930334","5000","","","","0"
"M 210107/016 QC MM3","2021-01-19 15:32:16","4649.36048312433","92.9872096624866","5000","","","","0"
"M 201119/02 QC MM3 v.19.11.2020","2020-11-19 19:02:06","4653.00131196168","94.3813653541922","4930","","","","0"
"M 201118/02 QC MM3 v.18.11.2020","2020-11-19 18:58:10","46548.4430821437","94.4187486453218","49300","QC MM3 Faktor 10 zu hoch angesetzt","2020-11-20","Löding","0"
"M 201105/04 QC MM3 v. 05.11.2020","2020-11-05 16:17:03","4763.29463658841","95.2658927317683","5000","","","","0"
"M 201022/08 QC MM3 ","2020-10-22 16:08:10","2214.29912038987","92.2624633495781","2400","","","","0"
"M 200812/03 QC MM3","2020-08-14 10:37:08","4628.50223621848","93.8844266981435","4930","","","","0"
"M 200806/47 QC MM3","2020-08-07 10:42:21","5310.04642424628","107.708852418789","4930","","","","0"
"M 200723/52 QC MM3 v. 23.07.20","2020-07-24 10:44:59","4416.94338470372","89.5931721035238","4930","","","","0"
"M 200605/03 QC MM3","2020-06-09 11:19:23","4920.86263391403","99.8146578887228","4930","","","","0"
"M 200507/20 QC MM3","2020-05-20 10:56:21","4604.11500551648","93.3897567041882","4930","","","","0"
"M 200420/05 QC MM3","2020-04-21 13:51:19","4921.53221250906","99.8282396046463","4930","","","","0"
"M 200326/02 QC MM3","2020-03-27 09:08:52","4733.69110486983","96.0180751494895","4930","","","","0"
"M 200311/04 QC MM3","2020-03-11 15:22:16","4701.14855497468","95.357982859527","4930","","","","0"
"M 200220/305 QC MM3","2020-02-21 09:21:12","4821.73605136223","97.8039767010594","4930","","","","0"
"M 200206/46 QC MM3","2020-02-06 15:20:49","4916.58610529157","99.7279128862387","4930","","","","0"
"M 200122/02 QC MM3","2020-01-22 13:45:17","4911.50249548779","99.6247971","4930","","","","0"
"M 200115/18 QC MM3","2020-01-16 08:56:46","4867.87063668555","98.7397695068062","4930","","","","0"
"M 200109/55 QC MM3","2020-01-10 08:42:53","4663.62117211721","94.5967783","4930","","","","0"
"M 191211/10 QC MM3.1","2019-12-12 12:01:05","4689.50406528315","95.1217863140598","4930","","","","0"
"M 191120/16 QC MM3.1","2019-11-21 12:18:50","4576.6252916798","92.8321560178459","4930","","","","0"
"M 191113/02 QC MM3.1","2019-11-13 14:01:15","5106.10674915392","103.572145013264","4930","","","","0"
"M 191112/07 QC MM3.1","2019-11-12 15:17:32","4830.07018833784","97.9730261326133","4930","","","","0"
"M 191111/34 QC MM3.1","2019-11-12 15:14:30","4829.15675293339","97.9544980311032","4930","","","","0"
"M191031/02 QC MM3.1","2019-10-31 13:14:58","4579.98174363726","92.9002382076524","4930","","","","0"
"M 190904/02 QC MM3.1 ","2019-09-04 16:07:09","4750.84916352799","96.3661088","4930","","","","0"
"M 190826/15 QC MM3.1 ","2019-08-27 09:22:47","4706.23257487576","95.461107","4930","","","","0"
