"Labels","StartTime","Comment","Intensity","Concentration","TimeStamp","Operator","Outlier"
"VBW","2021-03-10 15:12:43","","-12.8046442621859","0.00192709103510447","","","0"
"VBW","2021-03-03 14:32:42","","-149.646595985864","0.00503647524131783","","","0"
