"Labels","StartTime","Concentration","WFR","Defined","Comment","TimeStamp","Operator","Outlier"
"M 210302/003 QC MM3","2021-03-02 10:18:02","3.86167666745176","77.2335333490352","5","","","","0"
"M 210217/008 QC MM3","2021-02-17 14:12:09","4.80893726052968","96.1787452105936","5","","","","0"
"M 210125/013 QC MM3","2021-01-25 10:59:52","0.611904810538269","12.2380962107654","5","Einbruch der Empfindlichkeit nach erfolgreicher Kalibration","2021-01-26","Dronov","0"
"M 210118/016 QC MM3","2021-01-18 14:22:08","4.42033630274944","88.4067260549888","5","","","","0"
"M 201215/14 QC MM3 5 v. 15.12.20","2020-12-15 14:40:50","4.17150064271197","83.4300128542394","5","","","","0"
"M 201119/02 QC MM3","2020-11-19 12:18:10","5.32412545698195","106.482509139639","5","","","","0"
"M 201118/02 QC MM3","2020-11-18 14:09:48","80.5372416762023","146.431348502186","55","QC Probe falsch angesetzt (Faktor 10 zu hoch); Wert akzeptiert, da Probenkonzentration <BG","2020-11-20","Sadlowski","0"
"M 201105/04 QC MM3","2020-11-05 11:21:58","4.24932301952387","84.9864603904775","5","","","","0"
"M 201022/08 QC MM3","2020-10-22 12:49:21","2.71934254532215","54.386850906443","5","QC Standard ist aufgrund falscher Lagerbedingungen verfallen","2020-10-23","Dronov","0"
"M 200812/03 QC MM3","2020-08-12 09:35:40","3.63935280290411","72.7870560580823","5.0","","","","0"
"M 200806/48 QC MM3","2020-08-06 11:09:58","4.29554073411318","85.9108146822636","5.0","","","","0"
"M 200723/52 QC MM3","2020-07-23 11:01:51","4.65194024521234","93.0388049042468","5.0","","","","0"
"M 200605/03 QC MM3","2020-06-08 15:21:02","0.851203806673254","17.0240761334651","5.0","","","","0"
"M 200519/21 QC MM3","2020-05-19 13:01:33","4.75432449180054","95.0864898360108","5.0","","","","0"
"M 200420/05 QC MM3","2020-04-20 09:43:00","3.99370975249945","79.874195049989","5.0","","","","0"
"M 200326/02 QC MM3","2020-03-26 10:54:09","4.28836544582213","85.7673089164426","5.0","","","","0"
"M 200311/04 QC MM3","2020-03-11 11:56:27","4.79486086542942","95.8972173085885","5.0","","","","0"
"M 200206/46 QC MM3","2020-02-06 12:18:14","4.16589600282058","83.3179200564115","5.0","","","","0"
"M 200122/02 QC MM3","2020-01-22 10:50:42","4.41581801202175","88.3163602404351","5.0","","","","0"
"M 200115/18 QC MM3","2020-01-15 12:08:38","4.06862682055122","81.3725364110243","5.0","","","","0"
"M 200109/55 QC MM3","2020-01-09 13:42:32","4.73230986241351","94.6461972482701","5.0","","","","0"
"M 191211/10 QC MM3.1","2019-12-11 11:00:46","4.21845300796022","84.3690601592044","5.0","","","","0"
"M 191120/16 QC MM3.1","2019-11-20 11:54:44","5.18637527968401","103.72750559368","5.0","","","","0"
"M 191113/02 QC MM3.1","2019-11-13 10:26:25","4.15474672348113","83.0949344696226","5.0","","","","0"
"M 191112/07 QC MM3.1","2019-11-12 11:29:24","3.71192364983033","74.2384729966066","5.0","","","","0"
"M 191111/34 QC MM3.1","2019-11-11 12:34:34","4.0776929619958","81.553859239916","5.0","","","","0"
"M 191031/02 QC MM3.1","2019-10-31 16:51:39","4.89622657672173","97.9245315344346","5.0","","","","0"
"M 190904/02 QC MM3.1","2019-09-04 13:11:31","5.11363317632343","102.272663526469","5.0","","","","0"
"M 190826/15 QC MM3.1","2019-08-26 13:11:36","4.6130161150148","92.2603223002961","5.0","","","","0"
"M 190502/05 QC MM3.1","2019-05-02 11:11:51","4.4218419485094","88.4368389701879","5.0","","","","0"
"M 190328/05 QC MM3.1","2019-03-28 12:43:36","5.25188152232223","105.037630446445","5.0","","","","0"
"M 190208/02 QC MM3.1","2019-02-11 09:28:35","4.92488485442656","98.4976970885312","5.0","","","","0"
"M 190131/28 QC MM3.2","2019-01-31 14:33:27","4.59044018516323","91.8088037032646","5.0","","","","0"
"M 190117/03 QC MM3.2","2019-01-17 15:05:35","3.96666087053928","79.3332174107856","5.0","","","","0"
