"Labels","StartTime","Intensity","Concentration","Comment","TimeStamp","Operator","Outlier"
"BW","2020-09-15 15:02:08","9e-04","1e-04","","","","0"
"BW","2020-09-15 13:34:30","0.0016","0.0448","","","","0"
"BW","2019-01-31 16:02:48","3e-04","0.022","","","","0"
