"Labels","StartTime","Comment","Intensity","Concentration","TimeStamp","Operator","Outlier"
"QC VBW","2020-11-17 11:58:56","","","","","","0"
"QC VBW","2020-10-15 12:25:04","","5977.05618933729","0.927801102331598","","","0"
"QC VBW","2020-10-15 12:16:29","","3043.35264648128","0.500574958476876","","","0"
"QC VBW","2020-10-15 12:07:55","","2878.334682654","0.476543904444725","","","0"
"QC VBW","2020-10-15 11:59:21","","2269.75319627077","0.387918070971528","","","0"
"QC VBW","2020-10-15 11:50:47","","2117.02517919287","0.365676763749582","","","0"
