"SampleNames.Simple","ProcessTime","CalFile","MethodFile","Height","Hg..ng.","Concentration","CalFactor","WFR"
"NIST 1632 d",2019-01-16 10:23:02,"Calib_2018_11.c80","Feststoffe std.m80",0.2501,1.9182,91.3434,1,98.4303879310345
